sequence,lamella_period
BBCCCCCCCBCCCBBCCBCCCBCCCBCBBBCB,15.3472463838
BCBCBBCCBBBBCCBBBCBCBBBBCCCBCCCB,15.14617232911
CCCCCCBCCCBBCCCCCCCCBCCCBBCCBBCC,15.316243031
CBBBBBBBBCCCCCCCCCCBBBBCCCCCCCCC,16.17294577311
BCCBCCCCCCCCCCCBBBBCBCCCCCCBCBCB,15.5330775789
BBCBBBBBBBCCCBBBCCCCCCBBCCCBCCCC,16.2349824075
CCCBBBCBCCCCBBCCCCBCCCCCBCCCBBBB,15.2294906155
CBCBBCCCCBCCCCBBBBCCCBBBBBCBBBBC,14.8829625941
BBBBCCCCCCCBBBBBBCBCBCBCCCCBBCBB,15.13689591261
BBBBCCCBBBBBBBBBCCCBCBCCCCCCBCBB,14.99389838921
CCCBCCCCBBBBCCBBBBCCBCCCCCCCBCCB,15.3776174785
CBBBBCCCCCCCCCCCBBBBCCCCCCCCCCCC,16.08716697581
BBBBBBBBBBCCCCCCCCCCCCBBBBCCBBBB,15.29501763571
BCBCCCCBCBCCBBCBCCBCBBBBCCCBCBCB,14.74951352251
CCCBBCCCCCCCCCCCBCCCBCBBCCBCCCCB,15.2488691001
BBBBBCCCCCCCBBBBBBBBBBBBBBBBBCCC,15.25253453761
CCCCBBBBBCCCBBBBBBBCCCCCCCCCCCCC,15.9702948138
CCCBCCCBCCCCBCBBBBCCBCCCBBCBBCBB,14.9820588596
BBCCBBBBBCBBBBBCBCCCCBBBBCCBCBBC,15.1533778261
BBBBBCBBCCCCCCCBCCCCBCCBBBBBCBBC,14.72398441561
BBBBBBBCCCCCCCCCCCCBBBBBBBBBBBBC,14.97729649651
CCBBCBCCCBBCCCCBCBCCBCCCCCCCBCBC,15.342421931
CBCCBBCBCBBCBCCCBCBCBBBCBBBCBBCB,14.6336274957
CCCCCCCCCCBBBBBBBBBBBBBBBCCCCCCC,15.8736370392
CBBCCBBBCBBBCBCCCBBCBBBBCCCCCCCC,15.54023266451
CCCCCCCCCCCCBBBBBBBBBBBBBBBBBCCC,16.5951950594
BCCCBCBCCCBCCCBCBCBCCCBBCBCBBBCB,15.2296765532
CBBCBBBBBCCBCCCBCBBBBBBBCCBBBBBB,15.00027273631
CCBBCCBCBBBBCBBBBBBBBBBBCBBBCCCC,15.03351644521
BBCBBBCBBCBBBCBBBBBCBCCBCBBCCCBC,14.8047844999
